"Id","Age","Job","Marital","Education","Default","Balance","HHInsurance","CarLoan","Communication","LastContactDay","LastContactMonth","NoOfContacts","DaysPassed","PrevAttempts","Outcome","CallStart","CallEnd","CarInsurance" 
2006,31,"technician","married","secondary",0,297,0,0,"cellular",19,"aug",4,-1,0,NA,"16:45:59","16:55:10",0
2007,56,"admin.","married","secondary",0,45,0,0,NA,5,"may",1,-1,0,NA,"15:36:36","16:01:03",1
2008,42,"blue-collar","married","primary",0,1673,1,0,"cellular",17,"apr",3,-1,0,NA,"15:03:49","15:14:25",1
2009,31,"blue-collar","single",NA,0,813,1,0,NA,20,"jun",18,-1,0,NA,"13:07:17","13:07:33",0
2010,56,"admin.","married","secondary",0,1270,1,0,"cellular",17,"nov",2,165,2,"other","13:34:35","13:35:55",0
2011,45,"blue-collar","married","primary",0,101,1,0,NA,12,"may",5,-1,0,NA,"12:35:23","12:43:03",1
2012,39,"admin.","married","secondary",0,168,0,0,"cellular",6,"oct",1,-1,0,NA,"14:09:40","14:11:16",0
2013,32,"admin.","married","secondary",0,1785,1,0,"cellular",18,"nov",2,154,6,"other","11:07:31","11:08:22",0
2014,21,"student","single","secondary",0,215,0,0,"cellular",24,"may",1,89,7,"success","09:51:08","09:57:30",1
2015,47,"management","single","tertiary",0,-295,0,1,"cellular",22,"jul",2,-1,0,NA,"09:11:42","09:17:15",0
2016,29,"services","single","secondary",0,487,1,1,NA,9,"may",2,-1,0,NA,"13:48:31","13:51:27",0
2017,40,"technician","married","secondary",0,581,1,0,"cellular",8,"aug",2,-1,0,NA,"14:51:52","14:56:10",0
2018,45,"management","single","tertiary",0,0,0,0,NA,12,"may",2,-1,0,NA,"11:05:37","11:06:32",0
2019,28,"technician","single","tertiary",0,-214,1,0,"cellular",29,"jan",2,262,3,"failure","09:04:31","09:08:19",0
2020,50,"management","married","tertiary",0,89,0,0,NA,20,"jun",2,-1,0,NA,"14:30:58","14:31:33",0
2021,26,"management","single","tertiary",0,362,0,0,"cellular",15,"sep",1,104,2,"success","16:42:15","16:57:40",1
2022,31,"blue-collar","single","secondary",0,5607,0,0,NA,20,"may",1,-1,0,NA,"12:39:28","12:43:49",0
2023,33,"blue-collar","married","secondary",0,0,1,0,"cellular",24,"jul",1,-1,0,NA,"14:06:10","14:09:38",0
2024,33,"services","single","tertiary",0,395,1,0,"cellular",23,"jul",6,-1,0,NA,"09:36:33","09:59:12",1
2025,32,"technician","married","secondary",0,1214,1,0,"cellular",20,"apr",1,-1,0,NA,"13:51:02","13:51:55",0
2026,35,"admin.","single","tertiary",0,5007,1,0,"cellular",13,"aug",1,112,2,"other","13:16:41","13:17:54",0
2027,40,"blue-collar","married","secondary",0,326,1,1,"cellular",7,"jul",1,-1,0,NA,"11:51:32","11:53:24",0
2028,27,"blue-collar","single","secondary",1,-27,0,0,NA,23,"jun",2,-1,0,NA,"12:36:53","12:45:11",1
2029,30,"management","single","tertiary",0,2,1,1,"cellular",25,"jul",8,-1,0,NA,"09:08:52","09:26:03",1
2030,79,"retired","married","primary",0,3025,0,0,"cellular",11,"dec",3,126,3,"other","09:24:34","09:27:20",1
2031,21,"student","single","secondary",0,123,0,0,"telephone",12,"feb",5,93,2,"success","15:09:45","15:16:04",1
2032,50,"admin.","divorced","secondary",0,175,0,0,"cellular",22,"jul",3,-1,0,NA,"13:32:38","13:34:30",0
2033,44,NA,"married",NA,0,722,1,0,"telephone",22,"jul",2,-1,0,NA,"14:34:58","14:39:27",0
2034,33,"admin.","married","secondary",1,-675,1,0,NA,28,"may",2,-1,0,NA,"15:47:47","15:51:52",0
2035,81,"retired","married","primary",0,5220,0,0,"telephone",13,"nov",1,94,2,"other","12:07:50","12:10:05",1
2036,30,"unemployed","single","tertiary",0,302,0,0,"cellular",11,"feb",3,-1,0,NA,"09:39:38","09:48:26",1
2037,29,"self-employed","single","secondary",0,0,0,0,"cellular",28,"jan",2,-1,0,NA,"14:29:01","14:31:13",0
2038,39,"services","married","secondary",0,2758,0,0,"cellular",4,"feb",3,-1,0,NA,"13:03:35","13:14:33",1
2039,80,"retired","married","primary",0,155,0,0,"telephone",9,"dec",2,-1,0,NA,"16:06:59","16:12:42",1
2040,46,"management","divorced","tertiary",0,507,1,0,"cellular",1,"apr",1,-1,0,NA,"16:30:34","16:50:30",1
2041,61,"admin.","married","secondary",0,4608,0,0,"cellular",12,"mar",1,-1,0,NA,"15:08:38","15:12:10",1
2042,40,"services","married","secondary",0,0,1,0,"cellular",5,"may",1,334,2,"failure","10:38:04","10:41:08",0
2043,39,"admin.","married","secondary",0,46,0,0,NA,3,"jun",2,-1,0,NA,"15:41:31","15:44:38",0
2044,62,"management","married","tertiary",0,997,0,0,"cellular",22,"apr",1,304,2,"success","14:55:46","15:05:00",1
2045,37,"admin.","single","secondary",0,245,1,1,NA,7,"may",2,-1,0,NA,"15:11:30","15:23:42",1
2046,54,"entrepreneur","married","secondary",0,0,0,1,"cellular",15,"jul",4,-1,0,NA,"13:01:27","13:04:56",0
2047,70,"retired","married","primary",0,3782,0,0,"cellular",16,"mar",1,-1,0,NA,"11:23:58","11:34:16",0
2048,34,"self-employed","single","tertiary",0,462,0,0,"cellular",21,"aug",3,-1,0,NA,"13:23:18","13:54:35",1
2049,41,"technician","married","secondary",0,640,0,0,"cellular",28,"jul",6,-1,0,NA,"17:45:44","17:48:33",0
2050,39,"entrepreneur","married","tertiary",0,83,1,0,"cellular",11,"jul",2,-1,0,NA,"11:18:33","11:21:46",0
2051,46,"blue-collar","married","primary",0,174,1,1,NA,8,"may",3,-1,0,NA,"15:24:24","15:26:12",0
2052,59,"unemployed","married","primary",0,0,0,0,"cellular",30,"jan",2,-1,0,NA,"15:55:58","16:46:23",0
2053,43,"management","married","tertiary",0,13044,0,0,"cellular",19,"nov",1,93,4,"failure","14:49:28","14:53:03",0
2054,47,"management","married","tertiary",0,2306,0,0,"telephone",6,"aug",4,-1,0,NA,"14:45:09","14:49:08",1
2055,51,"technician","single","secondary",0,-463,1,0,"cellular",5,"may",1,343,3,"failure","12:19:53","12:28:09",0
2056,57,"technician","divorced","secondary",0,3043,0,0,"cellular",14,"aug",2,-1,0,NA,"10:09:24","10:21:11",1
2057,33,"blue-collar","married","secondary",0,139,1,1,"cellular",18,"may",2,291,5,"failure","09:23:29","09:35:41",1
2058,40,"management","married","tertiary",0,9221,0,0,"cellular",4,"aug",1,-1,0,NA,"11:53:38","11:57:50",0
2059,37,"management","married","tertiary",0,2283,0,0,"cellular",6,"aug",2,92,4,"success","12:38:51","12:43:54",1
2060,55,"management","married","tertiary",0,2366,1,1,"cellular",30,"jul",4,-1,0,NA,"12:00:06","12:01:40",0
2061,77,"retired","married","tertiary",0,7802,0,0,"telephone",4,"may",1,92,2,"success","11:51:53","11:58:54",1
2062,56,"services","married","secondary",0,5486,1,0,"cellular",30,"jul",3,-1,0,NA,"17:11:01","17:15:12",0
2063,51,"admin.","single","secondary",0,1994,0,0,NA,18,"jun",2,-1,0,NA,"09:11:49","09:24:40",1
2064,56,"blue-collar","married","secondary",0,249,1,0,NA,29,"may",2,-1,0,NA,"09:40:41","09:53:52",1
2065,36,"entrepreneur","divorced","tertiary",0,776,0,1,"cellular",7,"jul",3,-1,0,NA,"16:04:31","16:16:33",1
2066,40,"management","married","tertiary",0,185,0,0,"cellular",21,"aug",2,-1,0,NA,"11:06:53","11:12:03",0
2067,39,"technician","married","secondary",0,2983,0,0,"cellular",3,"dec",1,-1,0,NA,"13:14:27","13:22:19",1
2068,34,"blue-collar","married","primary",0,1309,1,0,"cellular",12,"may",2,364,1,"failure","10:42:49","10:50:25",0
2069,38,"management","married","tertiary",0,4293,1,0,"cellular",6,"may",2,250,2,"failure","17:13:44","17:15:16",0
2070,34,"management","single","tertiary",0,-322,0,0,NA,9,"may",1,-1,0,NA,"16:48:35","16:51:53",0
2071,43,"technician","married","tertiary",0,2643,0,0,"cellular",12,"aug",3,100,5,"success","12:58:47","13:01:55",1
2072,57,"management","married","tertiary",0,1357,1,1,"cellular",18,"nov",2,-1,0,NA,"17:53:17","17:54:54",0
2073,58,"management","married","tertiary",0,230,1,0,"telephone",30,"jul",10,-1,0,NA,"17:24:38","17:30:17",0
2074,51,"management","divorced","tertiary",0,0,0,0,"cellular",13,"aug",2,-1,0,NA,"14:19:07","14:20:07",0
2075,30,"management","single","tertiary",0,2907,1,0,"cellular",30,"dec",2,218,1,"failure","10:06:26","10:08:52",0
2076,47,"housemaid","married","primary",0,275,1,0,"cellular",14,"may",3,-1,0,NA,"14:24:52","14:29:13",0
2077,52,"management","divorced","tertiary",0,96,0,0,"cellular",19,"aug",1,-1,0,NA,"10:13:47","10:16:01",0
2078,44,"technician","divorced","secondary",0,1262,1,0,NA,26,"may",11,-1,0,NA,"09:45:11","09:58:19",1
2079,23,"blue-collar","married","primary",0,1158,1,0,"cellular",16,"apr",1,-1,0,NA,"12:21:16","12:33:39",0
2080,28,"technician","married","secondary",0,1086,1,0,"cellular",20,"apr",3,-1,0,NA,"10:07:02","10:25:34",1
2081,30,"management","married","tertiary",0,69,1,0,NA,6,"jul",1,-1,0,NA,"16:47:44","16:48:26",0
2082,64,"retired","married","secondary",0,4083,0,0,"cellular",18,"aug",1,-1,0,NA,"17:22:56","17:24:53",0
2083,32,"management","single","tertiary",0,2,1,0,"cellular",11,"sep",2,-1,0,NA,"09:35:57","09:37:37",1
2084,42,"blue-collar","married","primary",0,329,1,0,NA,14,"may",4,-1,0,NA,"16:40:05","16:40:27",0
2085,42,"entrepreneur","married","secondary",0,707,0,0,"cellular",1,"jun",1,348,1,"success","17:39:05","17:42:58",0
2086,44,"unemployed","married","secondary",0,1543,0,0,"cellular",19,"nov",2,-1,0,NA,"17:17:36","17:23:39",0
2087,36,"blue-collar","single","secondary",0,111,1,0,"cellular",6,"may",3,-1,0,NA,"15:26:35","15:29:29",0
2088,31,"technician","married","secondary",0,1032,1,0,NA,26,"may",6,-1,0,NA,"10:33:44","10:34:54",0
2089,42,"management","divorced","tertiary",0,497,0,0,NA,15,"may",22,-1,0,NA,"15:25:22","15:26:46",0
2090,30,"technician","single","tertiary",0,635,0,0,"cellular",13,"aug",8,-1,0,NA,"16:16:56","16:31:07",1
2091,36,"technician","married","secondary",0,7957,0,0,"cellular",31,"jul",2,-1,0,NA,"10:51:55","10:56:43",0
2092,34,"admin.","divorced","secondary",0,67,1,0,NA,6,"may",1,-1,0,NA,"16:39:05","16:40:35",0
2093,54,"admin.","married","secondary",0,19213,0,0,"cellular",12,"aug",6,-1,0,NA,"14:06:49","14:08:29",0
2094,28,"technician","single","tertiary",0,0,1,0,"cellular",12,"aug",1,79,3,"success","15:38:28","15:40:58",0
2095,56,"technician","divorced","secondary",0,0,0,0,"cellular",26,"aug",8,-1,0,NA,"11:06:50","11:14:41",0
2096,61,"admin.","married",NA,0,4629,1,0,"cellular",27,"jan",1,92,1,"success","09:58:05","10:01:06",1
2097,41,"management","divorced","tertiary",0,4567,1,1,"cellular",16,"jul",1,-1,0,NA,"12:48:48","12:50:34",0
2098,31,"management","single","tertiary",0,825,1,0,NA,21,"may",2,-1,0,NA,"12:35:36","12:44:02",1
2099,44,"unemployed","married","tertiary",0,17747,1,0,"cellular",5,"feb",7,-1,0,NA,"12:21:49","12:21:57",0
2100,47,"management","married","tertiary",0,2351,0,0,"cellular",2,"jun",2,84,1,"success","16:46:25","16:49:08",1
2101,57,"services","married","secondary",0,530,1,0,"telephone",15,"may",7,360,7,"failure","16:13:36","16:13:46",0
2102,44,"management","married","tertiary",0,2365,0,1,"cellular",26,"may",3,-1,0,NA,"17:00:41","17:03:20",0
2103,24,"management","single","tertiary",0,1506,0,0,"cellular",12,"jun",2,95,4,"success","12:07:12","12:11:11",1
2104,51,"technician","married","tertiary",0,0,0,0,"cellular",7,"may",2,66,2,"success","16:08:56","16:19:58",1
2105,37,"admin.","single","secondary",0,22,1,0,"cellular",7,"may",2,289,5,"failure","11:24:18","11:24:46",0
2106,44,"housemaid","married","primary",0,71,1,0,"cellular",11,"jul",2,-1,0,NA,"10:13:49","10:18:00",0
2107,40,"technician","single","tertiary",0,1646,1,0,"cellular",4,"may",2,91,3,"success","13:26:54","13:33:26",1
2108,37,"management","married","tertiary",0,8564,1,0,"cellular",5,"may",2,347,1,"failure","15:26:06","15:29:37",0
2109,42,"admin.","divorced","secondary",0,527,0,1,"cellular",22,"oct",1,185,1,"success","15:32:40","15:35:41",1
2110,58,"unemployed","married","secondary",0,68,0,0,"cellular",26,"may",2,-1,0,NA,"13:09:00","13:11:49",0
2111,43,"management","divorced","tertiary",0,481,1,0,"cellular",3,"jun",1,20,1,"other","16:12:57","16:16:04",1
2112,24,"student","single","secondary",0,382,0,0,"cellular",13,"nov",2,92,3,"failure","11:10:12","11:14:28",1
2113,41,"services","single","tertiary",0,285,1,1,NA,29,"may",1,-1,0,NA,"15:40:33","15:42:48",0
2114,34,"blue-collar","married","primary",0,-703,1,0,"cellular",18,"may",2,-1,0,NA,"14:52:31","14:55:11",0
2115,82,"retired","married",NA,0,211,0,0,"telephone",22,"apr",3,-1,0,NA,"17:08:07","17:11:22",0
2116,37,"management","married","tertiary",0,0,1,0,"cellular",6,"may",2,169,3,"failure","16:46:09","16:47:33",0
2117,34,"housemaid","married","secondary",0,0,1,0,NA,30,"oct",1,-1,0,NA,"16:08:06","16:10:40",1
2118,43,"management","divorced","secondary",0,51,0,0,"cellular",2,"feb",1,-1,0,NA,"11:35:46","11:42:56",1
2119,26,"blue-collar","married","secondary",0,246,1,0,NA,16,"may",3,-1,0,NA,"09:25:07","09:44:10",1
2120,28,"blue-collar","married","secondary",0,916,1,0,NA,28,"may",1,-1,0,NA,"13:07:06","13:10:32",0
2121,32,"blue-collar","married","primary",0,415,1,0,NA,2,"jun",4,-1,0,NA,"17:18:14","17:31:11",1
2122,43,"services","married","secondary",0,2145,0,0,"cellular",25,"aug",2,95,4,"success","09:42:48","09:47:39",1
2123,24,"student","single","secondary",0,8165,0,0,"cellular",15,"sep",1,-1,0,NA,"16:32:04","16:35:40",1
2124,43,"technician","divorced","tertiary",0,123,0,0,NA,14,"may",2,-1,0,NA,"13:14:47","13:19:26",0
2125,32,"blue-collar","married","primary",0,274,1,0,NA,9,"may",3,-1,0,NA,"11:43:54","11:44:15",0
2126,56,"services","married","secondary",1,-8,0,0,"cellular",6,"aug",2,-1,0,NA,"13:04:04","13:06:43",0
2127,37,"technician","married","secondary",0,410,1,1,NA,2,"jun",6,-1,0,NA,"17:10:52","17:16:09",0
2128,44,"services","married","secondary",0,2439,1,0,"cellular",30,"jul",2,-1,0,NA,"10:53:51","10:56:04",0
2129,27,"management","single","tertiary",0,703,1,0,NA,5,"jun",3,-1,0,NA,"09:29:23","09:39:13",1
2130,35,"retired","married","primary",0,285,1,0,"cellular",29,"jan",1,-1,0,NA,"13:21:26","13:23:42",0
2131,29,"self-employed","single","tertiary",0,121,1,0,NA,30,"may",2,-1,0,NA,"13:36:45","14:01:45",1
2132,24,"student","single","secondary",0,125,0,0,"cellular",9,"nov",1,90,1,"failure","09:40:33","09:44:56",1
2133,36,"services","married","secondary",0,370,1,1,"cellular",18,"jul",6,-1,0,NA,"17:34:38","17:46:46",0
2134,31,"housemaid","married","tertiary",0,0,0,0,NA,28,"aug",15,-1,0,NA,"13:30:41","13:30:53",0
2135,29,"blue-collar","married","primary",0,459,1,1,"cellular",17,"apr",3,318,1,"failure","15:40:12","15:43:34",0
2136,23,"student","single","secondary",0,1029,1,0,"cellular",18,"may",1,-1,0,NA,"15:43:01","15:44:09",0
2137,25,"management","single","tertiary",0,2305,0,0,"cellular",3,"feb",1,-1,0,NA,"15:16:35","15:20:02",0
2138,56,"technician","single","secondary",0,1437,1,0,"cellular",20,"nov",8,-1,0,NA,"15:34:28","15:40:35",0
2139,45,"technician","married","secondary",0,2128,0,1,"cellular",20,"nov",3,-1,0,NA,"09:15:25","09:16:13",0
2140,31,"blue-collar","single",NA,0,461,1,0,"cellular",7,"may",1,-1,0,NA,"11:29:20","11:37:02",0
2141,53,"blue-collar","married","secondary",0,148,1,0,"cellular",7,"may",1,359,1,"failure","09:55:13","09:56:19",0
2142,27,"services","married","secondary",0,0,1,0,"cellular",17,"jul",5,-1,0,NA,"14:26:27","14:42:58",1
2143,56,"self-employed","married","secondary",0,445,0,0,"cellular",7,"aug",2,-1,0,NA,"10:43:47","10:44:46",0
2144,38,"technician","married","secondary",0,976,1,0,"cellular",18,"may",8,308,3,"success","10:34:04","10:34:36",0
2145,57,"admin.","married","secondary",0,567,1,0,"cellular",2,"feb",2,265,3,"other","11:33:25","11:34:52",0
2146,44,"blue-collar","married","primary",0,0,1,0,"cellular",6,"may",1,-1,0,NA,"13:09:20","13:09:37",0
2147,31,"self-employed","single","secondary",0,0,0,1,"telephone",6,"feb",6,-1,0,NA,"17:33:27","17:38:14",0
2148,47,"technician","divorced","secondary",0,5735,0,0,NA,19,"jun",4,-1,0,NA,"17:59:51","18:04:33",0
2149,40,"unemployed","married","secondary",0,1960,1,0,NA,2,"jun",6,-1,0,NA,"12:59:45","13:09:50",1
2150,43,"technician","divorced","secondary",0,365,1,0,NA,4,"jun",2,-1,0,NA,"16:56:26","17:03:12",0
2151,60,"blue-collar","married","secondary",0,272,0,0,"cellular",2,"feb",1,-1,0,NA,"11:14:39","11:21:40",0
2152,32,"management","married","tertiary",0,913,1,0,"cellular",19,"nov",3,-1,0,NA,"15:19:59","15:24:37",0
2153,34,"technician","single","secondary",0,347,1,0,"cellular",6,"feb",2,197,6,"failure","13:01:08","13:03:42",0
2154,25,"student","married","tertiary",0,10,1,0,"cellular",21,"jul",4,-1,0,NA,"17:15:30","17:29:47",1
2155,30,"management","single","tertiary",0,502,0,0,"cellular",11,"oct",3,95,6,"success","17:03:38","17:11:21",1
2156,31,"blue-collar","married","secondary",0,41,1,0,NA,19,"may",1,-1,0,NA,"10:07:28","10:11:53",0
2157,39,"blue-collar","married","secondary",0,298,1,0,NA,20,"may",1,-1,0,NA,"14:51:16","14:54:52",0
2158,37,"admin.","married","secondary",0,641,1,0,NA,5,"jun",1,-1,0,NA,"11:59:08","11:59:50",0
2159,31,"management","married","tertiary",0,13,0,0,"cellular",28,"aug",5,-1,0,NA,"12:12:51","12:14:41",0
2160,43,"housemaid","single","primary",0,800,1,0,"cellular",13,"may",1,-1,0,NA,"09:51:58","10:07:00",1
2161,34,"management","single","tertiary",0,0,1,0,NA,23,"may",1,-1,0,NA,"09:07:30","09:13:16",0
2162,53,"admin.","divorced","secondary",0,-394,1,0,NA,15,"may",2,-1,0,NA,"13:56:00","14:05:59",0
2163,54,"blue-collar","married","secondary",0,-102,1,0,"cellular",27,"aug",7,-1,0,NA,"15:50:34","15:53:18",0
2164,51,"blue-collar","married","primary",0,0,1,1,"cellular",25,"jul",3,-1,0,NA,"11:10:34","11:26:20",1
2165,36,"services","divorced","secondary",0,532,1,0,"cellular",29,"jan",1,241,1,"failure","12:15:33","12:22:04",0
2166,33,"blue-collar","married","secondary",0,18,1,0,"cellular",18,"may",3,-1,0,NA,"16:27:32","16:32:44",0
2167,39,"blue-collar","married","secondary",0,660,1,1,"cellular",7,"may",4,168,3,"failure","14:23:03","14:24:36",0
2168,53,"retired","married","primary",0,759,1,0,"telephone",25,"jul",5,-1,0,NA,"09:37:16","09:48:58",0
2169,55,NA,"married","secondary",0,2206,0,0,"cellular",12,"aug",1,91,5,"success","13:00:55","13:05:20",1
2170,36,"admin.","divorced","secondary",0,-37,1,0,NA,27,"may",1,-1,0,NA,"13:41:52","13:44:23",0
2171,60,"management","married","tertiary",0,2281,0,0,"cellular",5,"feb",2,-1,0,NA,"12:42:26","12:46:16",1
2172,31,"housemaid","married",NA,1,-6,0,1,"telephone",7,"jul",2,-1,0,NA,"11:24:51","11:26:25",0
2173,57,"technician","married","secondary",0,950,1,0,"cellular",9,"jul",1,-1,0,NA,"15:03:44","15:24:56",0
2174,54,"housemaid","single","secondary",0,1213,0,0,"cellular",12,"nov",1,-1,0,NA,"17:29:02","17:33:03",1
2175,32,"services","single","secondary",0,936,1,0,"cellular",18,"nov",1,-1,0,NA,"14:22:03","14:23:04",0
2176,43,"housemaid","married","primary",0,25,0,0,"cellular",12,"aug",2,-1,0,NA,"16:15:47","16:17:48",0
2177,49,"technician","married","secondary",0,133,0,0,"cellular",31,"jul",5,-1,0,NA,"13:33:22","13:34:43",0
2178,60,"technician","married","secondary",0,0,1,0,"telephone",24,"jul",14,-1,0,NA,"14:08:53","14:10:34",0
2179,48,"blue-collar","married","secondary",0,503,1,0,"cellular",14,"may",1,-1,0,NA,"17:39:52","17:41:37",0
2180,51,"technician","married",NA,0,-174,1,1,"cellular",17,"nov",1,-1,0,NA,"09:00:45","09:06:33",0
2181,52,"self-employed","divorced","secondary",0,1291,1,0,"cellular",19,"nov",1,169,2,"failure","10:28:33","10:37:52",0
2182,26,"technician","single","secondary",0,276,1,0,"cellular",15,"may",1,368,4,"failure","17:36:35","17:38:21",0
2183,76,"housemaid","divorced","primary",0,1411,0,0,"telephone",15,"apr",3,-1,0,NA,"15:12:49","15:15:39",1
2184,62,"retired","married","tertiary",0,2557,1,0,"cellular",14,"sep",1,216,7,"success","11:30:45","11:34:16",1
2185,36,"self-employed","single","primary",0,235,1,0,NA,29,"may",9,-1,0,NA,"14:47:04","14:49:25",0
2186,43,"technician","married","tertiary",0,192,0,0,"cellular",5,"aug",2,-1,0,NA,"15:46:53","15:50:16",0
2187,27,"services","single","secondary",0,194,1,0,NA,16,"may",1,-1,0,NA,"11:16:08","11:21:34",0
2188,27,"services","single","secondary",0,339,0,0,"cellular",4,"jun",1,-1,0,NA,"16:07:31","16:10:33",1
2189,46,"admin.","divorced","secondary",0,660,1,0,"cellular",29,"jan",1,259,2,"failure","09:27:04","09:44:10",0
2190,39,"management","single","secondary",0,36,0,0,"cellular",29,"aug",2,-1,0,NA,"11:51:26","11:52:36",0
2191,35,"management","single","tertiary",0,2646,0,0,"cellular",14,"apr",8,183,2,"success","14:59:06","15:01:19",1
2192,27,"student","single","tertiary",0,311,0,0,"telephone",2,"mar",3,322,1,"other","13:15:03","13:18:10",1
2193,65,"unemployed","married","tertiary",0,0,0,0,"cellular",10,"aug",1,-1,0,NA,"15:42:56","15:50:41",0
2194,32,"technician","married","secondary",0,473,0,1,"cellular",7,"may",3,-1,0,NA,"17:22:44","17:27:36",1
2195,42,"technician","married","secondary",0,440,1,0,"cellular",3,"feb",5,-1,0,NA,"15:53:25","15:53:38",0
2196,32,"technician","single","secondary",0,230,1,0,"cellular",18,"may",1,266,8,"failure","15:26:45","15:34:07",1
2197,34,"technician","single","secondary",0,201,0,0,"cellular",22,"jul",2,-1,0,NA,"14:20:45","14:25:02",0
2198,36,"management","single","secondary",0,1511,1,0,"cellular",16,"nov",1,-1,0,NA,"17:58:39","18:03:09",1
2199,67,"retired","divorced","secondary",0,704,0,0,"cellular",3,"nov",1,-1,0,NA,"14:47:42","14:56:39",1
2200,48,"blue-collar","married","primary",0,816,1,0,"cellular",31,"jul",7,-1,0,NA,"11:32:32","11:34:26",0
2201,47,"technician","married","secondary",0,826,1,0,"telephone",18,"nov",3,112,8,"other","13:22:24","13:25:39",0
2202,43,"technician","divorced","secondary",0,0,0,0,NA,14,"may",1,-1,0,NA,"11:34:01","11:39:34",0
2203,38,"management","married","tertiary",0,126,1,0,NA,21,"may",2,-1,0,NA,"12:27:07","12:29:51",0
2204,44,"blue-collar","single","secondary",0,0,0,0,"cellular",20,"apr",1,-1,0,NA,"11:46:07","11:48:20",1
2205,54,"unemployed","single","secondary",0,380,0,0,"cellular",17,"nov",2,-1,0,NA,"15:55:45","16:07:21",1
2206,49,"technician","married","secondary",0,905,0,0,"cellular",5,"jun",1,-1,0,NA,"13:36:47","14:02:30",1
2207,33,"technician","married","secondary",0,806,0,0,"cellular",17,"apr",1,-1,0,NA,"14:59:31","15:01:19",1
2208,53,"self-employed","divorced","tertiary",1,10,0,0,"cellular",20,"nov",3,-1,0,NA,"13:27:46","13:29:01",0
2209,25,"blue-collar","single","primary",0,2483,0,0,"cellular",10,"jul",3,-1,0,NA,"17:48:27","18:13:26",1
2210,54,"retired","married","secondary",0,3538,0,0,"cellular",27,"may",1,-1,0,NA,"10:19:10","10:32:50",1
2211,37,"management","divorced","tertiary",0,122,1,0,NA,19,"may",2,-1,0,NA,"12:36:04","13:03:06",1
2212,26,"management","single","tertiary",0,-8,0,0,"cellular",13,"aug",2,-1,0,NA,"13:40:27","13:47:09",0
2213,60,"retired","divorced","secondary",0,1091,0,0,"cellular",30,"jul",5,-1,0,NA,"09:56:50","10:04:11",1
2214,26,"services","single","secondary",0,598,1,0,"cellular",5,"feb",2,272,1,"other","10:00:17","10:06:58",0
2215,60,"technician","married","secondary",0,1740,0,0,"cellular",13,"mar",2,-1,0,NA,"11:51:16","11:56:12",1
2216,36,"services","single","tertiary",0,1189,0,0,"cellular",17,"aug",1,-1,0,NA,"16:24:00","16:27:40",1
2217,48,"management","married","tertiary",0,1147,0,0,"cellular",3,"dec",1,120,3,"success","14:31:33","14:34:08",1
2218,29,"management","married","tertiary",0,5698,0,0,"cellular",15,"apr",1,264,1,"failure","13:52:37","13:59:54",0
2219,27,"technician","single","tertiary",0,15161,0,0,"cellular",2,"jun",1,120,1,"success","15:57:04","15:58:18",1
2220,38,"blue-collar","married","primary",0,1630,1,0,"cellular",17,"jun",3,94,19,"other","10:17:37","10:19:18",0
2221,37,"unemployed","single","secondary",0,2722,0,0,"telephone",27,"apr",2,179,3,"other","13:52:28","13:59:34",1
2222,45,"management","single","tertiary",0,1411,0,0,"cellular",7,"sep",2,102,3,"failure","17:50:40","18:04:00",1
2223,30,"admin.","single","secondary",0,270,0,0,"cellular",30,"apr",1,80,1,"success","14:55:20","15:02:37",1
2224,69,"management","married","tertiary",0,840,0,0,"telephone",5,"feb",3,-1,0,NA,"16:58:23","17:00:31",1
2225,30,"admin.","married","secondary",0,1794,0,0,"cellular",20,"nov",1,-1,0,NA,"14:33:59","14:51:14",1
2226,53,"blue-collar","married","primary",0,1794,1,0,"cellular",17,"apr",1,-1,0,NA,"17:16:56","17:26:13",0
2227,45,"technician","married","secondary",0,3007,0,0,NA,11,"jun",1,-1,0,NA,"16:16:33","16:23:55",0
2228,40,"management","single","tertiary",0,80,1,0,"cellular",30,"jan",3,-1,0,NA,"15:37:45","15:40:47",0
2229,46,"management","married","tertiary",0,4301,1,1,"cellular",18,"nov",1,183,2,"failure","17:44:33","17:45:23",0
2230,42,"self-employed","married","tertiary",0,-266,0,1,NA,25,"jun",1,-1,0,NA,"16:01:46","16:07:08",0
2231,50,"blue-collar","married","primary",0,42,1,0,NA,4,"jun",3,-1,0,NA,"16:57:59","17:00:49",0
2232,32,"technician","single","tertiary",0,705,1,0,"cellular",25,"may",2,35,4,"failure","14:47:26","14:54:20",1
2233,31,"management","married","tertiary",0,0,0,0,"cellular",11,"aug",2,-1,0,NA,"15:13:08","15:14:32",0
2234,37,"blue-collar","married","primary",0,3154,1,0,NA,16,"jun",3,-1,0,NA,"13:49:04","13:53:29",0
2235,66,"housemaid","married","primary",0,40,0,0,"telephone",14,"oct",2,-1,0,NA,"14:39:25","14:44:15",1
2236,33,"admin.","single","secondary",0,1834,1,0,"cellular",21,"nov",2,-1,0,NA,"17:49:00","17:49:11",0
2237,38,"services","divorced","primary",0,92,1,1,NA,29,"may",3,-1,0,NA,"10:20:56","10:22:54",0
2238,51,"blue-collar","married","primary",0,6343,1,0,"cellular",26,"aug",20,-1,0,NA,"12:55:38","12:56:06",0
2239,28,"technician","single","secondary",0,1453,1,0,"cellular",12,"may",1,343,1,"other","15:36:55","15:41:01",0
