gender,age,marital_status,highest_qualification,nationality,ethnicity,gross_income,region,smoke,amt_weekends,amt_weekdays,type
Female,35,Married,GCSE/O Level,English,White,"Under 2,600",Midlands & East Anglia,Yes,10,8,Packets
Male,79,Married,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,NA,NA,
Male,75,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,Yes,2,1,Packets
Female,49,Married,ONC/BTEC,English,White,"5,200 to 10,400",Midlands & East Anglia,No,NA,NA,
Female,74,Married,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,No,NA,NA,
Male,33,Married,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,NA,NA,
Female,81,Widowed,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,NA,NA,
Female,63,Married,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,NA,NA,
Female,78,Widowed,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,NA,NA,
Male,68,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,Yes,18,18,Packets
Male,73,Married,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,NA,NA,
Female,34,Married,A Levels,English,White,"15,600 to 20,800",Midlands & East Anglia,No,NA,NA,
Female,36,Divorced,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,Yes,15,15,Hand-Rolled
Female,16,Single,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,No,NA,NA,
Male,72,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,NA,NA,
Female,66,Married,Higher/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,No,NA,NA,
Female,41,Married,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,No,NA,NA,
Female,49,Married,Other/Sub Degree,English,White,"10,400 to 15,600",Midlands & East Anglia,Yes,20,15,Packets
Male,42,Single,No Qualification,British,White,"20,800 to 28,600",Midlands & East Anglia,No,NA,NA,
Female,54,Separated,GCSE/CSE,English,White,"10,400 to 15,600",Midlands & East Anglia,No,NA,NA,
Male,70,Married,Higher/Sub Degree,British,White,"10,400 to 15,600",Midlands & East Anglia,No,NA,NA,
Female,29,Married,GCSE/CSE,British,Asian,"20,800 to 28,600",Midlands & East Anglia,No,NA,NA,
Male,43,Married,No Qualification,British,Asian,Refused,Midlands & East Anglia,Yes,5,10,Packets
Female,19,Single,A Levels,Refused,Chinese,Refused,Midlands & East Anglia,No,NA,NA,
Male,44,Married,Higher/Sub Degree,English,White,"28,600 to 36,400",Midlands & East Anglia,No,NA,NA,
Male,27,Single,Degree,English,White,"20,800 to 28,600",Midlands & East Anglia,Yes,10,10,Packets
Male,68,Married,No Qualification,English,White,"20,800 to 28,600",Midlands & East Anglia,No,NA,NA,
Female,80,Widowed,GCSE/O Level,English,White,"15,600 to 20,800",Midlands & East Anglia,No,NA,NA,
Male,85,Widowed,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,No,NA,NA,
Male,65,Married,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,NA,NA,
Female,88,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,NA,NA,
Female,76,Widowed,No Qualification,English,White,Unknown,Midlands & East Anglia,No,NA,NA,
Male,81,Married,GCSE/O Level,English,White,"5,200 to 10,400",Midlands & East Anglia,No,NA,NA,
Female,44,Separated,Degree,British,White,"5,200 to 10,400",Midlands & East Anglia,Yes,1,1,Packets
Female,34,Married,Other/Sub Degree,English,White,"10,400 to 15,600",Midlands & East Anglia,No,NA,NA,
Female,55,Married,Higher/Sub Degree,English,White,"2,600 to 5,200",Midlands & East Anglia,No,NA,NA,
Male,77,Widowed,No Qualification,English,White,Refused,Midlands & East Anglia,No,NA,NA,
Female,33,Married,Degree,Refused,Chinese,Refused,Midlands & East Anglia,No,NA,NA,
Male,82,Single,No Qualification,British,White,"5,200 to 10,400",Midlands & East Anglia,No,NA,NA,
Female,77,Widowed,Higher/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,No,NA,NA,
Male,19,Single,GCSE/O Level,English,White,"5,200 to 10,400",Midlands & East Anglia,No,NA,NA,
Female,70,Widowed,Other/Sub Degree,British,White,Refused,Midlands & East Anglia,No,NA,NA,
Female,74,Widowed,No Qualification,British,White,"5,200 to 10,400",Midlands & East Anglia,No,NA,NA,
Female,57,Married,Other/Sub Degree,British,White,"2,600 to 5,200",Midlands & East Anglia,No,NA,NA,
Female,44,Divorced,GCSE/CSE,English,White,"10,400 to 15,600",Midlands & East Anglia,No,NA,NA,
Female,38,Single,Degree,British,White,Refused,Midlands & East Anglia,No,NA,NA,
Male,43,Married,Degree,British,White,"Above 36,400",Midlands & East Anglia,No,NA,NA,
Female,57,Separated,No Qualification,Welsh,White,"2,600 to 5,200",Midlands & East Anglia,No,NA,NA,
Female,54,Divorced,GCSE/O Level,Unknown,Chinese,"2,600 to 5,200",Midlands & East Anglia,Yes,20,20,Both/Mainly Packets
Male,17,Single,GCSE/O Level,English,White,"2,600 to 5,200",Midlands & East Anglia,No,NA,NA,
Male,60,Married,No Qualification,British,White,"10,400 to 15,600",Midlands & East Anglia,No,NA,NA,
Female,50,Married,No Qualification,British,White,"Under 2,600",Midlands & East Anglia,No,NA,NA,
Female,24,Single,GCSE/CSE,British,White,"10,400 to 15,600",Midlands & East Anglia,Yes,8,2,Packets
Female,78,Widowed,No Qualification,British,White,"2,600 to 5,200",Midlands & East Anglia,No,NA,NA,
Male,60,Single,Other/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,No,NA,NA,
Female,85,Widowed,Other/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,Yes,6,6,Packets
Male,59,Married,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,No,NA,NA,
Male,65,Married,Degree,English,White,"Above 36,400",Midlands & East Anglia,No,NA,NA,
Female,55,Married,Other/Sub Degree,English,White,Refused,Midlands & East Anglia,No,NA,NA,
Female,32,Married,ONC/BTEC,British,White,"15,600 to 20,800",Midlands & East Anglia,No,NA,NA,
Male,41,Single,Higher/Sub Degree,English,Mixed,"Under 2,600",Midlands & East Anglia,No,NA,NA,
Female,31,Single,Higher/Sub Degree,British,White,"10,400 to 15,600",Midlands & East Anglia,No,NA,NA,
Male,45,Married,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,Yes,20,20,Both/Mainly Packets
Female,30,Single,Degree,British,White,"20,800 to 28,600",Midlands & East Anglia,No,NA,NA,
Female,19,Single,A Levels,English,White,"2,600 to 5,200",Midlands & East Anglia,No,NA,NA,
Female,76,Widowed,GCSE/O Level,British,White,"5,200 to 10,400",Midlands & East Anglia,No,NA,NA,
Male,73,Married,No Qualification,British,White,"10,400 to 15,600",Midlands & East Anglia,No,NA,NA,
Male,19,Single,GCSE/O Level,English,White,Refused,Midlands & East Anglia,Yes,5,2,Packets
Male,34,Married,Degree,English,White,"28,600 to 36,400",Midlands & East Anglia,No,NA,NA,
Female,59,Married,No Qualification,British,White,"5,200 to 10,400",Midlands & East Anglia,No,NA,NA,
Female,22,Single,GCSE/CSE,English,White,"5,200 to 10,400",Midlands & East Anglia,Yes,40,10,Packets
Female,27,Single,Degree,British,White,"10,400 to 15,600",Midlands & East Anglia,No,NA,NA,
Female,45,Married,A Levels,British,White,"15,600 to 20,800",Midlands & East Anglia,No,NA,NA,
Female,69,Widowed,Other/Sub Degree,Other,White,"10,400 to 15,600",Midlands & East Anglia,No,NA,NA,
Male,76,Married,Degree,Other,White,"Above 36,400",Midlands & East Anglia,No,NA,NA,
Female,54,Married,Degree,British,White,"28,600 to 36,400",Midlands & East Anglia,No,NA,NA,
Male,72,Married,Degree,British,White,"5,200 to 10,400",Midlands & East Anglia,No,NA,NA,
Female,89,Widowed,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,NA,NA,
Female,78,Widowed,No Qualification,Refused,Refused,Refused,Midlands & East Anglia,Yes,6,6,Packets
Female,60,Married,GCSE/O Level,English,White,Refused,Midlands & East Anglia,No,NA,NA,
Female,39,Married,A Levels,British,White,"10,400 to 15,600",Midlands & East Anglia,No,NA,NA,
Male,28,Single,GCSE/O Level,British,White,"5,200 to 10,400",Midlands & East Anglia,Yes,5,5,Both/Mainly Packets
Male,23,Single,GCSE/CSE,English,White,"Under 2,600",Midlands & East Anglia,Yes,30,10,Both/Mainly Packets
Male,26,Single,A Levels,British,White,"10,400 to 15,600",Midlands & East Anglia,No,NA,NA,
Female,52,Married,Other/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,No,NA,NA,
Female,54,Married,Other/Sub Degree,English,White,"10,400 to 15,600",Midlands & East Anglia,No,NA,NA,
Male,20,Single,A Levels,British,White,"10,400 to 15,600",Midlands & East Anglia,Yes,10,10,Packets
Female,59,Married,Other/Sub Degree,English,White,Refused,Midlands & East Anglia,No,NA,NA,
Male,30,Married,ONC/BTEC,British,White,"15,600 to 20,800",Midlands & East Anglia,No,NA,NA,
Male,41,Married,GCSE/O Level,Scottish,White,"10,400 to 15,600",Midlands & East Anglia,No,NA,NA,
Female,26,Single,GCSE/O Level,English,White,"10,400 to 15,600",Midlands & East Anglia,No,NA,NA,
Female,27,Married,GCSE/O Level,Welsh,White,"2,600 to 5,200",Midlands & East Anglia,No,NA,NA,
Male,49,Married,No Qualification,Refused,Refused,Refused,Midlands & East Anglia,Yes,20,20,Packets
Male,29,Single,ONC/BTEC,English,White,"10,400 to 15,600",Midlands & East Anglia,No,NA,NA,
Female,36,Divorced,GCSE/O Level,British,White,"10,400 to 15,600",Midlands & East Anglia,No,NA,NA,
Male,43,Divorced,GCSE/CSE,English,White,"15,600 to 20,800",Midlands & East Anglia,No,NA,NA,
Male,29,Single,ONC/BTEC,English,White,"10,400 to 15,600",Midlands & East Anglia,No,NA,NA,
Female,34,Separated,GCSE/O Level,English,White,"5,200 to 10,400",Midlands & East Anglia,Yes,15,10,Packets
Female,81,Married,No Qualification,Refused,Chinese,Refused,Midlands & East Anglia,No,NA,NA,
Female,30,Single,GCSE/O Level,British,White,"10,400 to 15,600",Midlands & East Anglia,Yes,5,10,Hand-Rolled
Male,25,Single,Degree,English,White,"20,800 to 28,600",Midlands & East Anglia,Yes,20,20,Packets
Male,59,Divorced,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,Yes,35,35,Packets
Female,44,Widowed,No Qualification,British,Asian,"2,600 to 5,200",Midlands & East Anglia,No,NA,NA,
Male,64,Married,GCSE/O Level,Refused,Chinese,Refused,Midlands & East Anglia,No,NA,NA,
Female,35,Married,A Levels,Refused,Chinese,Refused,Midlands & East Anglia,No,NA,NA,
Male,40,Single,GCSE/O Level,English,White,"15,600 to 20,800",Midlands & East Anglia,No,NA,NA,
Female,65,Single,A Levels,Other,Black,"10,400 to 15,600",Midlands & East Anglia,No,NA,NA,
Female,17,Single,GCSE/O Level,British,Asian,Refused,Midlands & East Anglia,No,NA,NA,
Male,72,Married,No Qualification,Other,Black,"15,600 to 20,800",Midlands & East Anglia,No,NA,NA,
Female,29,Married,Degree,British,Black,"Under 2,600",Midlands & East Anglia,No,NA,NA,
Male,39,Married,No Qualification,British,Asian,"28,600 to 36,400",Midlands & East Anglia,No,NA,NA,
Male,70,Widowed,No Qualification,British,White,"5,200 to 10,400",Midlands & East Anglia,No,NA,NA,
Male,73,Married,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,NA,NA,
Male,46,Single,GCSE/O Level,British,White,"20,800 to 28,600",Midlands & East Anglia,No,NA,NA,
Male,59,Married,ONC/BTEC,English,White,"5,200 to 10,400",Midlands & East Anglia,No,NA,NA,
Female,77,Widowed,No Qualification,British,White,"2,600 to 5,200",Midlands & East Anglia,No,NA,NA,
Female,42,Married,GCSE/O Level,British,White,"10,400 to 15,600",Midlands & East Anglia,Yes,20,20,Packets
Male,41,Married,GCSE/O Level,British,White,"20,800 to 28,600",Midlands & East Anglia,No,NA,NA,
Male,49,Married,A Levels,British,White,"15,600 to 20,800",Midlands & East Anglia,Yes,20,15,Packets
Male,67,Single,Degree,English,White,"10,400 to 15,600",Midlands & East Anglia,No,NA,NA,
Female,65,Single,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,NA,NA,
Male,40,Single,No Qualification,English,White,"15,600 to 20,800",Midlands & East Anglia,No,NA,NA,
Male,49,Separated,GCSE/O Level,English,White,"28,600 to 36,400",Midlands & East Anglia,No,NA,NA,
Male,34,Single,GCSE/CSE,English,White,"15,600 to 20,800",Midlands & East Anglia,No,NA,NA,
Female,64,Married,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,No,NA,NA,
Female,44,Widowed,Degree,Other,White,"10,400 to 15,600",Midlands & East Anglia,No,NA,NA,
Female,72,Widowed,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,NA,NA,
Male,32,Married,A Levels,English,White,"20,800 to 28,600",Midlands & East Anglia,Yes,20,20,Packets
Female,53,Married,No Qualification,British,White,Refused,Midlands & East Anglia,No,NA,NA,
Female,50,Married,A Levels,British,White,"15,600 to 20,800",Midlands & East Anglia,No,NA,NA,
Female,63,Divorced,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,NA,NA,
Female,57,Married,Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,No,NA,NA,
Male,40,Married,Degree,English,White,Refused,Midlands & East Anglia,No,NA,NA,
Female,88,Divorced,Other/Sub Degree,English,White,"10,400 to 15,600",Midlands & East Anglia,No,NA,NA,
Male,57,Married,Degree,British,White,"Above 36,400",Midlands & East Anglia,No,NA,NA,
Female,54,Married,Degree,British,White,"Above 36,400",Midlands & East Anglia,No,NA,NA,
Female,58,Widowed,No Qualification,English,White,"20,800 to 28,600",Midlands & East Anglia,No,NA,NA,
Female,77,Divorced,Higher/Sub Degree,British,White,"5,200 to 10,400",Midlands & East Anglia,No,NA,NA,
Female,45,Divorced,GCSE/CSE,Other,White,"10,400 to 15,600",Midlands & East Anglia,No,NA,NA,
Female,31,Single,GCSE/O Level,British,White,"Under 2,600",Midlands & East Anglia,No,NA,NA,
Male,31,Married,ONC/BTEC,English,White,"20,800 to 28,600",Midlands & East Anglia,No,NA,NA,
Male,80,Widowed,Degree,British,White,"28,600 to 36,400",Midlands & East Anglia,No,NA,NA,
Male,67,Widowed,Degree,English,White,"20,800 to 28,600",Midlands & East Anglia,Yes,30,30,Packets
Male,40,Single,GCSE/O Level,English,White,Refused,Midlands & East Anglia,Yes,20,10,Packets
Female,70,Widowed,No Qualification,English,White,Refused,Midlands & East Anglia,No,NA,NA,
Female,28,Single,GCSE/CSE,English,White,"Under 2,600",Midlands & East Anglia,Yes,30,10,Packets
Male,30,Married,GCSE/CSE,Other,White,"Above 36,400",Midlands & East Anglia,No,NA,NA,
Female,70,Divorced,Other/Sub Degree,English,White,Refused,Midlands & East Anglia,No,NA,NA,
Male,57,Married,Degree,British,White,"Above 36,400",Midlands & East Anglia,No,NA,NA,
Female,76,Widowed,GCSE/O Level,English,White,"10,400 to 15,600",Midlands & East Anglia,No,NA,NA,
Female,89,Widowed,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,NA,NA,
Male,81,Married,No Qualification,British,White,"2,600 to 5,200",Midlands & East Anglia,No,NA,NA,
Female,30,Single,ONC/BTEC,British,White,"15,600 to 20,800",Midlands & East Anglia,No,NA,NA,
Female,39,Single,Higher/Sub Degree,British,White,"5,200 to 10,400",Midlands & East Anglia,No,NA,NA,
Female,73,Married,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,Yes,15,15,Packets
Female,39,Married,A Levels,Other,White,Refused,Midlands & East Anglia,No,NA,NA,
Female,76,Widowed,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,NA,NA,
Male,62,Single,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,NA,NA,
Female,66,Married,A Levels,English,White,"2,600 to 5,200",Midlands & East Anglia,No,NA,NA,
Female,53,Separated,Degree,British,White,"28,600 to 36,400",Midlands & East Anglia,No,NA,NA,
Male,60,Married,Degree,British,White,"10,400 to 15,600",Midlands & East Anglia,No,NA,NA,
Female,36,Married,GCSE/O Level,British,White,"2,600 to 5,200",Midlands & East Anglia,No,NA,NA,
Female,40,Single,GCSE/CSE,British,White,"10,400 to 15,600",Midlands & East Anglia,No,NA,NA,
Female,57,Separated,No Qualification,English,White,"28,600 to 36,400",Midlands & East Anglia,Yes,15,15,Packets
Male,16,Single,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,Yes,25,20,Hand-Rolled
Female,25,Single,GCSE/O Level,English,White,"15,600 to 20,800",Midlands & East Anglia,No,NA,NA,
Male,58,Single,No Qualification,English,White,"15,600 to 20,800",Midlands & East Anglia,No,NA,NA,
Female,49,Divorced,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,NA,NA,
Female,48,Single,Degree,English,White,"15,600 to 20,800",Midlands & East Anglia,No,NA,NA,
Female,76,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,NA,NA,
Male,88,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,NA,NA,
Male,35,Married,A Levels,British,Chinese,"10,400 to 15,600",Midlands & East Anglia,No,NA,NA,
Male,43,Married,Degree,British,Black,"20,800 to 28,600",Midlands & East Anglia,No,NA,NA,
Female,69,Widowed,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,NA,NA,
Female,64,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,Yes,20,20,Packets
Female,40,Divorced,GCSE/O Level,English,White,"10,400 to 15,600",Midlands & East Anglia,Yes,20,20,Packets
Male,78,Married,Degree,British,White,Refused,Midlands & East Anglia,No,NA,NA,
Male,58,Married,Degree,British,White,"Above 36,400",Midlands & East Anglia,No,NA,NA,
Female,34,Married,Degree,British,White,"Under 2,600",Midlands & East Anglia,Yes,3,0,Packets
Female,46,Married,Degree,British,Mixed,"20,800 to 28,600",Midlands & East Anglia,No,NA,NA,
Female,65,Married,No Qualification,English,White,"20,800 to 28,600",Midlands & East Anglia,No,NA,NA,
Female,34,Single,GCSE/O Level,British,White,"10,400 to 15,600",Midlands & East Anglia,Yes,20,10,Both/Mainly Packets
Female,40,Separated,GCSE/CSE,British,Asian,"5,200 to 10,400",Midlands & East Anglia,No,NA,NA,
Male,79,Married,No Qualification,English,White,Refused,Midlands & East Anglia,No,NA,NA,
Male,36,Married,No Qualification,British,Asian,"10,400 to 15,600",Midlands & East Anglia,No,NA,NA,
Female,39,Married,No Qualification,Other,White,"2,600 to 5,200",Midlands & East Anglia,No,NA,NA,
Male,24,Married,GCSE/CSE,English,White,"15,600 to 20,800",Midlands & East Anglia,No,NA,NA,
Female,28,Single,Other/Sub Degree,English,White,"2,600 to 5,200",Midlands & East Anglia,Yes,20,10,Both/Mainly Packets
Female,26,Single,A Levels,English,Asian,"2,600 to 5,200",Midlands & East Anglia,No,NA,NA,
Female,45,Widowed,GCSE/CSE,English,White,"Under 2,600",Midlands & East Anglia,No,NA,NA,
Female,24,Single,GCSE/O Level,English,White,"5,200 to 10,400",Midlands & East Anglia,Yes,18,10,Packets
Male,77,Divorced,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,NA,NA,
Female,78,Married,Higher/Sub Degree,Welsh,White,"10,400 to 15,600",Midlands & East Anglia,No,NA,NA,
Male,25,Single,Degree,Scottish,White,Refused,Midlands & East Anglia,No,NA,NA,
Male,36,Married,GCSE/CSE,British,White,"15,600 to 20,800",Midlands & East Anglia,No,NA,NA,
Male,17,Single,GCSE/O Level,English,White,Refused,Midlands & East Anglia,No,NA,NA,
Male,55,Married,GCSE/O Level,British,White,"28,600 to 36,400",Midlands & East Anglia,No,NA,NA,
Female,70,Married,Other/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,No,NA,NA,
Female,43,Single,GCSE/O Level,English,White,"20,800 to 28,600",Midlands & East Anglia,Yes,15,8,Hand-Rolled
Female,59,Divorced,No Qualification,British,White,"10,400 to 15,600",Midlands & East Anglia,No,NA,NA,
Female,32,Married,Other/Sub Degree,British,White,"Under 2,600",Midlands & East Anglia,No,NA,NA,
Female,34,Married,Degree,British,White,"Under 2,600",Midlands & East Anglia,No,NA,NA,
Male,58,Single,Degree,British,White,"28,600 to 36,400",Midlands & East Anglia,No,NA,NA,
Male,44,Married,GCSE/O Level,British,White,"Above 36,400",Midlands & East Anglia,No,NA,NA,
Male,64,Married,No Qualification,British,White,Refused,Midlands & East Anglia,Yes,0,0,Packets
Female,34,Married,GCSE/CSE,English,White,"5,200 to 10,400",Midlands & East Anglia,No,NA,NA,
Male,32,Single,GCSE/CSE,English,White,Refused,Midlands & East Anglia,No,NA,NA,
Male,38,Married,Degree,British,White,"Above 36,400",Midlands & East Anglia,No,NA,NA,
Male,28,Single,GCSE/CSE,British,White,"28,600 to 36,400",Midlands & East Anglia,No,NA,NA,
Male,42,Married,GCSE/CSE,English,White,"20,800 to 28,600",Midlands & East Anglia,No,NA,NA,
Female,34,Single,Degree,Other,White,"20,800 to 28,600",Midlands & East Anglia,No,NA,NA,
Male,23,Single,ONC/BTEC,English,White,"5,200 to 10,400",Midlands & East Anglia,Yes,15,5,Both/Mainly Packets
Male,55,Separated,Degree,British,White,"15,600 to 20,800",Midlands & East Anglia,No,NA,NA,
Male,65,Married,Other/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,No,NA,NA,
Female,62,Married,GCSE/O Level,English,White,"2,600 to 5,200",Midlands & East Anglia,No,NA,NA,
Female,66,Married,Higher/Sub Degree,English,White,"15,600 to 20,800",Midlands & East Anglia,No,NA,NA,
Female,73,Married,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,No,NA,NA,
Male,34,Single,Other/Sub Degree,English,White,"20,800 to 28,600",Midlands & East Anglia,No,NA,NA,
Female,33,Married,Degree,English,White,"2,600 to 5,200",Midlands & East Anglia,No,NA,NA,
Male,76,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,NA,NA,
Female,55,Married,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,Yes,1,0,Packets
Female,39,Married,Degree,English,White,"Under 2,600",Midlands & East Anglia,No,NA,NA,
Female,26,Single,Degree,British,Asian,"15,600 to 20,800",Midlands & East Anglia,No,NA,NA,
Male,61,Married,GCSE/O Level,English,White,"15,600 to 20,800",Midlands & East Anglia,Yes,25,25,Packets
Female,78,Married,Other/Sub Degree,English,White,"2,600 to 5,200",Midlands & East Anglia,No,NA,NA,
Male,42,Married,Degree,English,White,"Above 36,400",Midlands & East Anglia,No,NA,NA,
Female,72,Married,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,NA,NA,
Male,62,Widowed,No Qualification,English,White,"20,800 to 28,600",Midlands & East Anglia,Yes,30,30,Both/Mainly Packets
Female,46,Married,GCSE/O Level,British,White,"10,400 to 15,600",Midlands & East Anglia,Yes,20,20,Packets
Male,24,Single,A Levels,British,White,"15,600 to 20,800",Midlands & East Anglia,No,NA,NA,
Male,27,Single,Degree,British,Black,"10,400 to 15,600",Midlands & East Anglia,Yes,6,4,Both/Mainly Packets
Female,64,Married,GCSE/O Level,British,White,"5,200 to 10,400",Midlands & East Anglia,No,NA,NA,
Male,86,Married,Degree,English,White,"28,600 to 36,400",Midlands & East Anglia,No,NA,NA,
Female,46,Married,Degree,British,White,"20,800 to 28,600",Midlands & East Anglia,No,NA,NA,
Male,20,Single,ONC/BTEC,British,White,"10,400 to 15,600",Midlands & East Anglia,Yes,20,15,Both/Mainly Packets
Male,35,Divorced,Higher/Sub Degree,Other,White,"28,600 to 36,400",Midlands & East Anglia,No,NA,NA,
Female,46,Married,Higher/Sub Degree,Irish,White,"28,600 to 36,400",Midlands & East Anglia,Yes,30,30,Packets
Female,39,Married,Higher/Sub Degree,Irish,White,"Under 2,600",Midlands & East Anglia,No,NA,NA,
Female,28,Married,GCSE/O Level,English,White,"Above 36,400",Midlands & East Anglia,No,NA,NA,
Female,33,Married,Higher/Sub Degree,Refused,Refused,Refused,Midlands & East Anglia,No,NA,NA,
Female,39,Divorced,GCSE/O Level,English,White,"5,200 to 10,400",Midlands & East Anglia,No,NA,NA,
Male,45,Divorced,GCSE/CSE,British,White,"10,400 to 15,600",Midlands & East Anglia,No,NA,NA,
Female,37,Separated,Higher/Sub Degree,British,White,"20,800 to 28,600",Midlands & East Anglia,No,NA,NA,
Male,29,Married,ONC/BTEC,English,White,"15,600 to 20,800",Midlands & East Anglia,Yes,10,5,Packets
Male,76,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,NA,NA,
Male,26,Married,Degree,English,White,"20,800 to 28,600",Midlands & East Anglia,No,NA,NA,
Female,47,Divorced,Degree,English,White,"20,800 to 28,600",Midlands & East Anglia,Yes,20,10,Packets
Male,72,Divorced,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,No,NA,NA,
Female,72,Married,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,No,NA,NA,
Female,65,Widowed,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,NA,NA,
Female,69,Married,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,No,NA,NA,
Female,61,Married,A Levels,English,White,Unknown,Midlands & East Anglia,No,NA,NA,
Female,63,Married,No Qualification,English,White,Refused,Midlands & East Anglia,No,NA,NA,
Male,16,Single,No Qualification,British,White,Refused,Midlands & East Anglia,No,NA,NA,
Male,61,Divorced,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,NA,NA,
Male,18,Single,GCSE/O Level,English,White,"Under 2,600",Midlands & East Anglia,No,NA,NA,
Male,76,Single,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,NA,NA,
Male,65,Married,GCSE/O Level,English,White,"5,200 to 10,400",Midlands & East Anglia,No,NA,NA,
Female,52,Married,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,NA,NA,
Male,64,Widowed,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,No,NA,NA,
Female,42,Married,GCSE/CSE,British,White,"Under 2,600",Midlands & East Anglia,No,NA,NA,
Male,40,Married,Degree,Other,White,"Above 36,400",London,No,NA,NA,
Female,28,Married,Other/Sub Degree,English,Mixed,"20,800 to 28,600",London,No,NA,NA,
Male,40,Married,Degree,Welsh,White,"Above 36,400",London,No,NA,NA,
Male,48,Married,GCSE/O Level,British,White,"28,600 to 36,400",London,No,NA,NA,
Male,35,Separated,Degree,Other,White,"20,800 to 28,600",London,No,NA,NA,
Female,30,Single,Degree,British,Black,"5,200 to 10,400",London,Yes,3,3,Packets
Female,26,Single,Degree,British,White,"5,200 to 10,400",London,No,NA,NA,
Male,81,Widowed,No Qualification,English,White,"5,200 to 10,400",London,No,NA,NA,
Male,77,Divorced,A Levels,English,White,"10,400 to 15,600",London,No,NA,NA,
Female,25,Single,Degree,British,White,"15,600 to 20,800",London,No,NA,NA,
Female,66,Married,No Qualification,British,Asian,"Under 2,600",London,No,NA,NA,
Male,18,Single,A Levels,British,White,"5,200 to 10,400",London,Yes,15,15,Packets
Male,43,Married,GCSE/O Level,British,Black,"15,600 to 20,800",London,No,NA,NA,
Male,49,Divorced,Other/Sub Degree,English,White,"5,200 to 10,400",London,Yes,20,6,Both/Mainly Packets
Male,29,Married,Degree,English,White,"Above 36,400",London,No,NA,NA,
Female,20,Single,No Qualification,English,White,"5,200 to 10,400",London,No,NA,NA,
Female,75,Widowed,Other/Sub Degree,English,White,"Under 2,600",London,Yes,25,25,Packets
